transaction_id,timestamp,customer_id,amount,payment_method,card_network,merchant_category,device_type,ip_country,is_3ds_authenticated,is_chargeback
TXN_000103,2026-01-01 03:44:32.313387473,CUST_00003,3627.9,netbanking,visa,gaming,mobile_android,SG,True,0
TXN_000104,2026-01-01 03:45:08.635947463,CUST_00149,4444.64,upi,visa,electronics,mobile_android,SG,True,0
TXN_000105,2026-01-01 03:50:11.120072934,CUST_00134,1551.61,upi,mastercard,electronics,mobile_android,IN,True,0
TXN_000106,2026-01-01 03:50:34.355704281,CUST_00491,4360.94,card,visa,groceries,mobile_ios,US,False,0
TXN_000107,2026-01-01 03:51:13.380124000,CUST_01062,5640.36,netbanking,mastercard,gaming,mobile_android,AE,True,0
TXN_000108,2026-01-01 03:51:40.366279498,CUST_03233,1367.98,card,visa,digital_goods,mobile_android,AE,True,0
TXN_000109,2026-01-01 03:52:50.960507231,CUST_01016,822.67,upi,rupay,digital_goods,desktop_windows,AE,True,0
TXN_000110,2026-01-01 03:57:03.763260338,CUST_00076,5429.76,upi,visa,digital_goods,mobile_android,SG,True,0
TXN_000111,2026-01-01 04:02:09.721391823,CUST_00854,2159.72,netbanking,visa,gaming,mobile_android,SG,False,0
TXN_000112,2026-01-01 04:03:36.652983588,CUST_00528,2968.91,upi,visa,digital_goods,mobile_ios,IN,True,0
TXN_000113,2026-01-01 04:06:00.736545943,CUST_01393,1505.02,upi,visa,travel,mobile_android,IN,True,0
TXN_000114,2026-01-01 04:06:13.976593900,CUST_01348,1455.91,card,visa,electronics,mobile_android,IN,True,0
TXN_000115,2026-01-01 04:06:26.060196205,CUST_01469,467.51,upi,mastercard,gaming,mobile_ios,AE,True,0
TXN_000116,2026-01-01 04:10:01.960622531,CUST_03974,8964.95,upi,mastercard,fashion,mobile_android,IN,True,0
TXN_000117,2026-01-01 04:11:09.646048471,CUST_00003,2313.17,netbanking,mastercard,gaming,mobile_android,IN,True,0
TXN_000118,2026-01-01 04:14:13.934768556,CUST_02074,1454.67,card,visa,groceries,mobile_ios,IN,True,0
TXN_000119,2026-01-01 04:15:24.159547420,CUST_02736,1742.26,upi,visa,electronics,desktop_windows,GB,True,0
TXN_000120,2026-01-01 04:17:04.565997560,CUST_00147,1008.68,upi,mastercard,fashion,desktop_windows,US,True,0
TXN_000121,2026-01-01 04:19:10.930518511,CUST_02043,10542.84,upi,mastercard,electronics,mobile_android,SG,True,0
TXN_000122,2026-01-01 04:20:30.488818273,CUST_00025,1105.98,netbanking,visa,digital_goods,mobile_android,AE,True,0
TXN_000123,2026-01-01 04:21:35.951145802,CUST_00920,392.31,card,mastercard,groceries,mobile_android,IN,True,0
TXN_000124,2026-01-01 04:22:40.955230469,CUST_00273,1663.93,card,mastercard,digital_goods,mobile_android,IN,False,0
TXN_000125,2026-01-01 04:23:00.043609786,CUST_00125,3048.67,wallet,mastercard,fashion,mobile_android,US,True,0
TXN_000126,2026-01-01 04:25:37.386592684,CUST_01401,4829.67,upi,mastercard,fashion,mobile_ios,IN,True,0
TXN_000127,2026-01-01 04:25:58.853236643,CUST_00456,2046.16,upi,mastercard,digital_goods,mobile_android,GB,True,0
TXN_000128,2026-01-01 04:26:29.285457799,CUST_00063,1365.85,netbanking,visa,fashion,mobile_android,US,True,0
TXN_000129,2026-01-01 04:27:40.003969923,CUST_01200,523.25,upi,mastercard,electronics,mobile_ios,GB,True,0
TXN_000130,2026-01-01 04:28:51.500364257,CUST_00783,8866.44,upi,mastercard,groceries,mobile_android,US,True,0
TXN_000131,2026-01-01 04:29:53.779275199,CUST_00005,296.62,upi,rupay,gaming,mobile_android,US,True,0
TXN_000132,2026-01-01 04:33:40.273123780,CUST_02479,4479.22,wallet,mastercard,electronics,desktop_windows,US,True,0
TXN_000133,2026-01-01 04:34:26.471851748,CUST_03873,1403.49,card,visa,fashion,mobile_android,SG,True,0
TXN_000134,2026-01-01 04:38:57.850877760,CUST_00313,5791.9,card,visa,groceries,mobile_android,IN,True,0
TXN_000135,2026-01-01 04:40:53.335790361,CUST_03878,2141.42,upi,visa,gaming,mobile_android,SG,True,0
TXN_000136,2026-01-01 04:42:39.223524043,CUST_03960,728.35,upi,mastercard,electronics,mobile_android,AE,True,0
TXN_000137,2026-01-01 04:44:42.583878187,CUST_00637,928.55,upi,mastercard,fashion,mobile_ios,GB,True,0
TXN_000138,2026-01-01 04:45:13.141610928,CUST_03274,1431.18,upi,mastercard,electronics,mobile_android,IN,True,0
TXN_000139,2026-01-01 04:47:12.771631160,CUST_02208,2753.07,card,visa,groceries,mobile_android,IN,True,0
TXN_000140,2026-01-01 04:50:47.129622158,CUST_02581,161.29,upi,rupay,groceries,desktop_windows,GB,True,0
TXN_000141,2026-01-01 04:53:13.978817470,CUST_00033,1392.56,netbanking,rupay,groceries,mobile_android,IN,False,0
TXN_000142,2026-01-01 04:53:26.434968729,CUST_02195,1590.32,card,mastercard,groceries,mobile_android,IN,True,0
TXN_000143,2026-01-01 04:54:28.338050156,CUST_00135,528.9,upi,visa,gaming,desktop_windows,US,True,0
TXN_000144,2026-01-01 04:54:31.870812722,CUST_01979,7026.94,upi,visa,gaming,mobile_android,IN,True,0
TXN_000145,2026-01-01 04:55:29.991844543,CUST_00135,655.38,upi,unknown,digital_goods,mobile_android,IN,True,0
TXN_000146,2026-01-01 04:55:50.194771166,CUST_02219,808.52,upi,visa,groceries,mobile_android,IN,True,0
TXN_000147,2026-01-01 04:57:10.235378462,CUST_03047,3656.72,card,mastercard,electronics,mobile_android,IN,True,0
TXN_000148,2026-01-01 04:57:14.441445933,CUST_00765,3049.08,card,rupay,groceries,desktop_mac,SG,False,0
TXN_000149,2026-01-01 05:03:09.104476794,CUST_00541,259.54,upi,visa,groceries,mobile_android,US,True,0
TXN_000150,2026-01-01 05:04:00.048857047,CUST_00048,3040.86,wallet,visa,groceries,mobile_ios,SG,True,0
TXN_000151,2026-01-01 05:07:07.508637595,CUST_00135,350.47,upi,mastercard,fashion,mobile_android,IN,True,0
TXN_000152,2026-01-01 05:07:39.839915822,CUST_03925,1686.54,card,rupay,fashion,mobile_android,AE,True,0
TXN_000153,2026-01-01 05:10:25.112703058,CUST_01874,658.74,upi,mastercard,gaming,mobile_android,GB,True,0
TXN_000154,2026-01-01 05:11:20.931500990,CUST_02120,3113.96,upi,rupay,groceries,mobile_android,IN,True,0
TXN_000155,2026-01-01 05:13:25.573970148,CUST_02430,6962.29,netbanking,visa,digital_goods,mobile_ios,SG,False,0
TXN_000156,2026-01-01 05:19:22.059747677,CUST_01094,2561.39,card,visa,digital_goods,mobile_ios,IN,True,0
TXN_000157,2026-01-01 05:21:43.710748020,CUST_00565,4171.89,upi,mastercard,electronics,mobile_android,IN,True,0
TXN_000158,2026-01-01 05:22:02.251508974,CUST_00325,8428.94,upi,visa,fashion,desktop_windows,GB,True,0
TXN_000159,2026-01-01 05:26:53.851538079,CUST_00003,3644.94,netbanking,mastercard,travel,mobile_android,US,True,0
TXN_000160,2026-01-01 05:29:45.848649328,CUST_02400,2435.96,card,visa,electronics,mobile_android,IN,True,1
TXN_000161,2026-01-01 05:34:00.857116076,CUST_02814,742.04,card,mastercard,groceries,mobile_android,SG,False,0
TXN_000162,2026-01-01 05:38:56.607318035,CUST_00314,2867.52,card,mastercard,electronics,desktop_windows,AE,True,0
TXN_000163,2026-01-01 05:39:36.016344057,CUST_00813,3317.65,upi,rupay,digital_goods,mobile_ios,US,True,0
TXN_000164,2026-01-01 05:40:27.909902739,CUST_01070,1503.16,card,unknown,digital_goods,mobile_ios,SG,True,0
TXN_000165,2026-01-01 05:43:34.569074340,CUST_01454,1464.34,netbanking,visa,travel,mobile_android,GB,True,0
TXN_000166,2026-01-01 05:43:42.067458010,CUST_01415,5703.6,upi,visa,fashion,unknown,IN,True,0
TXN_000167,2026-01-01 05:44:31.322019116,CUST_00090,2733.54,netbanking,mastercard,fashion,mobile_android,US,True,0
TXN_000168,2026-01-01 05:45:27.537131337,CUST_01614,1258.92,wallet,mastercard,fashion,mobile_android,IN,False,0
TXN_000169,2026-01-01 05:49:49.366303810,CUST_02011,644.53,upi,visa,groceries,mobile_android,SG,True,0
TXN_000170,2026-01-01 05:55:59.695007684,CUST_00002,851.56,netbanking,rupay,gaming,mobile_ios,IN,False,0
TXN_000171,2026-01-01 05:56:20.350378755,CUST_01254,1512.06,upi,rupay,travel,mobile_ios,US,True,0
TXN_000172,2026-01-01 05:57:49.806837935,CUST_00494,1944.66,card,rupay,electronics,mobile_android,GB,True,0
TXN_000173,2026-01-01 06:00:40.418362516,CUST_02976,2923.43,upi,mastercard,fashion,mobile_android,IN,True,0
TXN_000174,2026-01-01 06:01:34.751413087,CUST_03476,1891.92,upi,visa,electronics,mobile_android,IN,False,0
TXN_000175,2026-01-01 06:03:13.530938134,CUST_01095,1044.16,netbanking,visa,fashion,mobile_android,IN,True,0
TXN_000176,2026-01-01 06:03:47.376817544,CUST_00448,1477.09,card,visa,groceries,mobile_ios,GB,True,0
TXN_000177,2026-01-01 06:06:56.466357595,CUST_03426,2123.51,netbanking,mastercard,groceries,mobile_android,IN,True,0
TXN_000178,2026-01-01 06:10:01.106712926,CUST_00182,2859.78,upi,mastercard,digital_goods,desktop_windows,SG,True,0
TXN_000179,2026-01-01 06:11:14.277596133,CUST_00732,824.84,card,mastercard,fashion,mobile_ios,IN,True,0
TXN_000180,2026-01-01 06:12:10.207041038,CUST_00336,762.34,upi,mastercard,digital_goods,mobile_ios,AE,True,0
TXN_000181,2026-01-01 06:12:50.340889239,CUST_00053,603.23,upi,rupay,groceries,desktop_mac,IN,True,0
TXN_000182,2026-01-01 06:13:00.004403945,CUST_03051,4657.43,netbanking,rupay,travel,mobile_ios,IN,True,0
TXN_000183,2026-01-01 06:14:45.416258646,CUST_00154,1153.5,card,mastercard,groceries,mobile_android,IN,True,0
TXN_000184,2026-01-01 06:19:15.719113031,CUST_02298,1106.65,upi,visa,travel,mobile_android,US,True,0
TXN_000185,2026-01-01 06:19:32.600086428,CUST_02016,1817.33,upi,visa,electronics,mobile_android,US,True,0
TXN_000186,2026-01-01 06:20:41.177567376,CUST_01505,2614.91,card,mastercard,electronics,mobile_ios,IN,True,0
TXN_000187,2026-01-01 06:25:18.471187464,CUST_00026,1833.2,netbanking,visa,groceries,mobile_android,IN,True,0
TXN_000188,2026-01-01 06:28:57.190691784,CUST_00451,1520.61,upi,mastercard,electronics,mobile_android,US,True,0
TXN_000189,2026-01-01 06:31:45.727758463,CUST_03327,2878.1,upi,visa,groceries,unknown,IN,True,0
TXN_000190,2026-01-01 06:31:47.799972515,CUST_00365,1568.83,card,visa,electronics,mobile_ios,IN,True,0
TXN_000191,2026-01-01 06:34:13.893672435,CUST_00002,643.91,upi,mastercard,electronics,desktop_windows,SG,True,0
TXN_000192,2026-01-01 06:34:59.936869913,CUST_01842,2728.59,card,mastercard,electronics,mobile_ios,IN,False,0
TXN_000193,2026-01-01 06:38:06.231789748,CUST_01619,1548.24,upi,rupay,fashion,mobile_android,AE,True,0
TXN_000194,2026-01-01 06:38:38.980885224,CUST_01079,1181.41,card,mastercard,electronics,mobile_android,AE,True,0
TXN_000195,2026-01-01 06:38:39.400431017,CUST_00358,2954.81,upi,visa,travel,mobile_ios,SG,False,0
TXN_000196,2026-01-01 06:40:10.596830953,CUST_00274,971.86,upi,rupay,gaming,mobile_android,IN,True,0
TXN_000197,2026-01-01 06:40:54.887528017,CUST_00127,7194.52,netbanking,visa,gaming,mobile_android,IN,True,0
TXN_000198,2026-01-01 06:42:49.324446649,CUST_01131,936.69,upi,mastercard,gaming,mobile_android,IN,True,0
TXN_000199,2026-01-01 06:43:31.748782629,CUST_03963,3846.4,upi,visa,fashion,mobile_android,GB,True,0
TXN_000200,2026-01-01 06:46:46.228138974,CUST_02216,2075.76,card,mastercard,gaming,mobile_android,IN,True,0
TXN_000201,2026-01-01 06:48:15.995335570,CUST_01441,1782.7,upi,amex,fashion,mobile_android,US,True,0
TXN_000202,2026-01-01 06:48:54.022336106,CUST_01032,2127.26,card,mastercard,electronics,mobile_android,IN,True,0
TXN_000203,2026-01-01 06:51:38.186650623,CUST_01721,5270.52,card,rupay,fashion,mobile_android,US,True,0
TXN_000204,2026-01-01 06:56:47.799098317,CUST_00765,2546.94,netbanking,visa,fashion,mobile_ios,IN,True,0
TXN_000205,2026-01-01 07:01:43.922793799,CUST_02678,3117.75,upi,rupay,fashion,desktop_windows,IN,True,0
TXN_000206,2026-01-01 07:09:58.792432039,CUST_01087,887.04,netbanking,visa,fashion,mobile_android,AE,True,0
TXN_000207,2026-01-01 07:12:32.067205286,CUST_00150,3113.98,card,visa,travel,mobile_android,US,True,0
TXN_000208,2026-01-01 07:14:35.262619426,CUST_01006,1827.77,netbanking,visa,groceries,mobile_android,IN,True,0
TXN_000209,2026-01-01 07:14:45.469501129,CUST_00147,1426.91,upi,mastercard,groceries,desktop_windows,IN,True,0
TXN_000210,2026-01-01 07:15:18.368164087,CUST_00893,1345.01,upi,mastercard,groceries,mobile_ios,IN,True,0
TXN_000211,2026-01-01 07:16:05.544708882,CUST_02363,903.23,netbanking,visa,fashion,desktop_windows,GB,True,0
TXN_000212,2026-01-01 07:17:45.715470084,CUST_01855,3314.89,upi,mastercard,electronics,mobile_android,SG,True,0
TXN_000213,2026-01-01 07:21:30.219795618,CUST_00183,1463.6,upi,visa,fashion,mobile_android,US,True,0
TXN_000214,2026-01-01 07:22:49.348377672,CUST_01865,2361.05,upi,mastercard,groceries,desktop_windows,IN,True,0
TXN_000215,2026-01-01 07:23:26.689781654,CUST_00034,1152.61,upi,rupay,groceries,mobile_android,US,True,0
TXN_000216,2026-01-01 07:24:31.559347418,CUST_01391,837.82,upi,rupay,digital_goods,mobile_ios,AE,True,0
TXN_000217,2026-01-01 07:24:36.274900152,CUST_00258,1646.61,wallet,visa,gaming,mobile_android,US,True,0
TXN_000218,2026-01-01 07:25:15.826377798,CUST_01250,620.9,card,rupay,groceries,mobile_android,SG,True,0
TXN_000219,2026-01-01 07:25:21.400951764,CUST_02794,1116.77,upi,mastercard,groceries,mobile_android,GB,True,0
TXN_000220,2026-01-01 07:26:56.229646100,CUST_00040,3936.94,upi,visa,electronics,mobile_android,IN,True,0
TXN_000221,2026-01-01 07:32:37.027123866,CUST_01670,633.5,netbanking,rupay,electronics,mobile_android,SG,True,0
TXN_000222,2026-01-01 07:33:47.887943274,CUST_01595,2134.23,wallet,visa,digital_goods,mobile_android,SG,True,0
TXN_000223,2026-01-01 07:36:50.354930285,CUST_02040,2332.43,upi,mastercard,digital_goods,unknown,US,True,0
TXN_000224,2026-01-01 07:39:21.821151305,CUST_03709,1240.64,card,rupay,fashion,mobile_android,IN,False,0
TXN_000225,2026-01-01 07:41:27.631977130,CUST_00699,913.06,wallet,visa,groceries,mobile_ios,SG,True,0
TXN_000226,2026-01-01 07:45:21.322344368,CUST_00041,3173.76,netbanking,mastercard,gaming,mobile_ios,US,True,0
TXN_000227,2026-01-01 07:47:11.147735671,CUST_01667,1664.16,card,visa,fashion,mobile_android,IN,True,0
TXN_000228,2026-01-01 07:49:17.938539541,CUST_00931,2039.6,upi,visa,fashion,mobile_ios,GB,True,0
TXN_000229,2026-01-01 07:50:12.014833666,CUST_02415,3907.22,upi,mastercard,electronics,mobile_android,US,True,0
TXN_000230,2026-01-01 07:53:08.607597087,CUST_02282,1679.98,upi,mastercard,electronics,desktop_windows,US,True,0
